1552662127.295383369, Reeti takes a break
1552662147.879596406, exp1 ok mode
1552662148.382642908, face tracking ,on,
1552662151.885956749, reeti turn to, 0
1552662510.884184563, reeti turn to, 0
1552662511.384332928, rand_num=3
1552662511.438046846, show, u ,on, 1
1552662516.904366100, user pressed, u
1552662518.410082432, face tracking ,on,
1552662521.912923851, reeti turn to, 1
1552662522.413042005, rand_num=2
1552662522.487927360, show, v ,on, 0
1552662524.274065600, user pressed, v
1552662525.779598956, face tracking ,on,
1552662529.282504458, reeti turn to, 1
1552662529.782644674, rand_num=4
1552662529.837342862, show, v ,on, 1
1552662531.281572285, user pressed, v
1552662532.787763409, face tracking ,on,
1552662536.291162042, reeti turn to, 0
1552662536.791411340, rand_num=1
1552662536.888264639, show, u ,on, 0
1552662543.237922544, user pressed, u
1552662544.745777051, face tracking ,on,
1552662548.249638367, reeti turn to, 0
1552662548.749827974, rand_num=1
1552662548.839064213, show, u ,on, 0
1552662551.075602226, user pressed, u
1552662552.581174721, face tracking ,on,
1552662556.084670541, reeti turn to, 0
1552662556.584837263, rand_num=4
1552662556.638370623, show, v ,on, 1
1552662561.588702618, user pressed, u
1552662563.096088760, face tracking ,on,
1552662566.599317684, reeti turn to, 0
1552662567.099445300, rand_num=1
1552662567.188059452, show, u ,on, 0
1552662569.693509323, user pressed, u
1552662571.200413472, face tracking ,on,
1552662574.703890077, reeti turn to, 0
1552662575.204021836, rand_num=2
1552662575.288458268, show, v ,on, 0
1552662576.339013017, user pressed, v
1552662615.006819777, exp1 d mode
1552662615.510139901, face tracking ,on,
1552662619.012640894, reeti turn to, 0
1552662619.512771906, rand_num=3
1552662619.588310823, show, u ,on, 1
1552662624.183892746, user pressed, u
1552662625.689938577, face tracking ,on,
1552662629.193909050, reeti turn to, 1
1552662629.694190618, rand_num=3
1552662629.787063688, show, u ,on, 1
1552662633.406673819, user pressed, u
1552662634.912024078, face tracking ,on,
1552662638.414727610, reeti turn to, 0
1552662638.914872839, rand_num=1
1552662638.988067639, show, u ,on, 0
1552662640.467671442, user pressed, u
1552662641.973169470, face tracking ,on,
1552662645.475753659, reeti turn to, 1
1552662645.975890682, rand_num=2
1552662646.038120686, show, v ,on, 0
1552662647.605281487, user pressed, v
1552662649.110803139, face tracking ,on,
1552662652.613982341, reeti turn to, 0
1552662653.114115823, rand_num=4
1552662653.186949003, show, v ,on, 1
1552662657.084588493, user pressed, u
1552662658.590245739, face tracking ,on,
1552662662.094121645, reeti turn to, 1
1552662662.594309104, rand_num=2
1552662662.687251683, show, v ,on, 0
1552662666.300943105, user pressed, u
1552662667.806544646, face tracking ,on,
1552662671.309706859, reeti turn to, 1
1552662671.809830456, rand_num=1
1552662671.886951385, show, u ,on, 0
1552662673.985103564, user pressed, u
1552662675.490931377, face tracking ,on,
1552662678.995308171, reeti turn to, 0
1552662679.495734245, rand_num=3
1552662679.587725586, show, u ,on, 1
1552662683.922301696, user pressed, v
1552662685.428173978, face tracking ,on,
1552662688.930828633, reeti turn to, 0
1552662689.430959700, rand_num=1
1552662689.487371652, show, u ,on, 0
1552662692.220113519, user pressed, u
1552662693.726176912, face tracking ,on,
1552662697.229021959, reeti turn to, 0
1552662697.729146654, rand_num=3
1552662697.787240460, show, u ,on, 1
1552662702.659905405, user pressed, u
1552662744.253600180, exp1 f mode
1552662744.753734298, face tracking ,off
1552662748.257074912, reeti turn to, 0
1552662748.757196656, rand_num=2
1552662748.838380131, show, v ,on, 0
1552662754.282795094, user pressed, u
1552662755.786009159, face tracking ,off
1552662759.289697988, reeti turn to, 0
1552662759.789900998, rand_num=1
1552662759.887100257, show, u ,on, 0
1552662761.961206602, user pressed, u
1552662763.464192892, face tracking ,off
1552662766.967239247, reeti turn to, 0
1552662767.467403910, rand_num=3
1552662767.537667919, show, u ,on, 1
1552662770.998569434, user pressed, u
1552662772.502049520, face tracking ,off
1552662776.005554461, reeti turn to, 1
1552662776.505684526, rand_num=4
1552662776.587287624, show, v ,on, 1
1552662779.818128482, user pressed, u
1552662781.321201353, face tracking ,off
1552662784.824096490, reeti turn to, 0
1552662785.324220258, rand_num=2
1552662785.388806075, show, v ,on, 0
1552662787.271697763, user pressed, v
1552662788.774415630, face tracking ,off
1552662792.277382262, reeti turn to, 1
1552662792.777512537, rand_num=4
1552662792.838791065, show, v ,on, 1
1552662794.291238424, user pressed, v
1552662796.002352911, face tracking ,off
1552662799.505211698, reeti turn to, 0
1552662800.005375399, rand_num=1
1552662800.088285398, show, u ,on, 0
1552662802.022528556, user pressed, u
1552662803.525450098, face tracking ,off
1552662807.028009882, reeti turn to, 0
1552662807.528134965, rand_num=1
1552662807.587972088, show, u ,on, 0
1552662808.959896290, user pressed, u
1552662810.462579457, face tracking ,off
1552662813.965422835, reeti turn to, 1
1552662814.465525271, rand_num=1
1552662814.537883630, show, u ,on, 0
1552662819.679229039, user pressed, u
1552662821.182217638, face tracking ,off
1552662824.685392504, reeti turn to, 1
1552662825.185569958, rand_num=3
1552662825.240102344, show, u ,on, 1
1552662827.041743862, user pressed, u
1552663308.715446687, Reeti standby
1552663319.400339708, Reeti takes a break
1552663333.359467036, Reeti standby
1552663339.543855057, Reeti standby
1552663423.152357187, Reeti takes a break
