1552662127.295383369, Reeti takes a break
1552662147.879596406, exp1 ok mode
1552662148.382642908, face tracking ,on,
1552662151.885956749, reeti turn to, 0
1552662152.386095847, rand_num=1
1552662152.487128516, show, u ,on, 0
1552662174.872975999, user pressed, v
1552662176.378547767, face tracking ,on,
1552662179.881273342, reeti turn to, 0
1552662180.381410508, rand_num=2
1552662180.437008225, show, v ,on, 0
1552662182.403906799, user pressed, v
1552662183.910134460, face tracking ,on,
1552662187.412751939, reeti turn to, 1
1552662187.912825901, rand_num=3
1552662187.988069319, show, u ,on, 1
1552662189.797327602, user pressed, u
1552662191.303953572, face tracking ,on,
1552662194.806888019, reeti turn to, 1
1552662195.306981306, rand_num=4
1552662195.388736029, show, v ,on, 1
1552662209.191970775, user pressed, v
1552662210.699174299, face tracking ,on,
1552662214.202946422, reeti turn to, 1
1552662214.703068451, rand_num=3
1552662214.787027985, show, u ,on, 1
1552662216.885582345, user pressed, u
1552662218.392597683, face tracking ,on,
1552662221.896541738, reeti turn to, 0
1552662222.396805923, rand_num=1
1552662222.487030775, show, u ,on, 0
1552662223.709076897, user pressed, u
1552662225.214458642, face tracking ,on,
1552662228.717652095, reeti turn to, 1
1552662229.217780509, rand_num=4
1552662229.287331182, show, v ,on, 1
1552662230.044756233, user pressed, v
1552662231.551792835, face tracking ,on,
1552662235.055003590, reeti turn to, 0
1552662235.555134675, rand_num=2
1552662235.638187675, show, v ,on, 0
1552662236.993003945, user pressed, v
1552662238.500417125, face tracking ,on,
1552662242.003514335, reeti turn to, 0
1552662242.503647148, rand_num=1
1552662242.589413075, show, u ,on, 0
1552662243.897413071, user pressed, u
1552662245.404673147, face tracking ,on,
1552662248.908020728, reeti turn to, 1
1552662249.408164814, rand_num=4
1552662249.489685325, show, v ,on, 1
1552662250.064468498, user pressed, v
1552662298.866724459, exp1 f mode
1552662299.366859098, face tracking ,off
1552662302.869789353, reeti turn to, 0
1552662303.369917503, rand_num=1
1552662303.438236224, show, u ,on, 0
1552662305.302382121, user pressed, u
1552662306.805451950, face tracking ,off
1552662310.308081965, reeti turn to, 1
1552662310.808223468, rand_num=1
1552662310.888081761, show, u ,on, 0
1552662315.148370124, user pressed, u
1552662316.651618891, face tracking ,off
1552662320.154754945, reeti turn to, 1
1552662320.654886259, rand_num=2
1552662320.737112605, show, v ,on, 0
1552662326.265346505, user pressed, v
1552662327.768596087, face tracking ,off
1552662331.271259466, reeti turn to, 0
1552662331.771383188, rand_num=2
1552662331.838217955, show, v ,on, 0
1552662345.179481621, user pressed, u
1552662346.683167688, face tracking ,off
1552662350.190551694, reeti turn to, 0
1552662350.690742927, rand_num=1
1552662350.788319982, show, u ,on, 0
1552662354.705147682, user pressed, u
1552662356.208309555, face tracking ,off
1552662359.711437044, reeti turn to, 1
1552662360.211565168, rand_num=1
1552662360.287145017, show, u ,on, 0
1552662367.522522690, user pressed, u
1552662369.026549536, face tracking ,off
1552662372.530010147, reeti turn to, 1
1552662373.030153890, rand_num=1
1552662373.087260663, show, u ,on, 0
1552662376.536844792, user pressed, u
1552662378.040075039, face tracking ,off
1552662381.544859175, reeti turn to, 0
1552662382.045112180, rand_num=1
1552662382.137920650, show, u ,on, 0
1552662388.214679946, user pressed, u
1552662389.717514627, face tracking ,off
1552662393.220299967, reeti turn to, 1
1552662393.720375503, rand_num=3
1552662393.788500750, show, u ,on, 1
1552662395.939180331, user pressed, u
1552662397.444126441, face tracking ,off
1552662400.947577659, reeti turn to, 1
1552662401.447956905, rand_num=4
1552662401.538641552, show, v ,on, 1
1552662403.341986327, user pressed, v
1552662486.033535761, exp1 d mode
1552662486.537072597, face tracking ,on,
1552662490.040419016, reeti turn to, 0
1552662490.540646227, rand_num=4
1552662490.637716826, show, v ,on, 1
1552662493.860403943, user pressed, u
1552662495.365816836, face tracking ,on,
1552662498.868546904, reeti turn to, 1
1552662499.368661242, rand_num=2
1552662499.438828109, show, v ,on, 0
1552662505.874755152, user pressed, u
1552662507.380531568, face tracking ,on,
