1554651105.996308419, user pressed, u
1554651194.178295222, exp1 ok mode
1554651194.683257459, face tracking ,on,
1554651198.187282488, reeti turn to, 1
1554651198.687433465, rand_num=3
1554651198.782063040, show, u ,on, 1
1554651200.057742479, user pressed, u
1554651201.569355382, face tracking ,on,
1554651205.072572390, reeti turn to, 1
1554651205.572737429, rand_num=3
1554651205.629279716, show, u ,on, 1
1554651206.318508573, user pressed, u
1554651207.824541099, face tracking ,on,
1554651211.327781391, reeti turn to, 1
1554651211.827927700, rand_num=3
1554651211.929947400, show, u ,on, 1
1554651212.509563158, user pressed, u
1554651214.015071637, face tracking ,on,
1554651217.518106850, reeti turn to, 0
1554651218.018223155, rand_num=1
1554651218.080865646, show, u ,on, 0
1554651218.878535770, user pressed, u
1554651220.386149613, face tracking ,on,
1554651223.889754587, reeti turn to, 0
1554651224.389911816, rand_num=1
1554651224.479154995, show, u ,on, 0
1554651225.001365244, user pressed, u
1554651226.507335110, face tracking ,on,
1554651230.009740830, reeti turn to, 0
1554651230.509868876, rand_num=2
1554651230.580479389, show, v ,on, 0
1554651231.513656667, user pressed, v
1554651233.019670253, face tracking ,on,
1554651236.522587427, reeti turn to, 0
1554651237.022661288, rand_num=2
1554651237.079257210, show, v ,on, 0
1554651237.777476354, user pressed, v
1554651239.284298413, face tracking ,on,
1554651242.788053631, reeti turn to, 1
1554651243.288234309, rand_num=3
1554651243.380725544, show, u ,on, 1
1554651244.031797178, user pressed, u
1554651245.540731501, face tracking ,on,
1554651249.043440516, reeti turn to, 0
1554651249.543539251, rand_num=2
1554651249.629354117, show, v ,on, 0
1554651250.381878732, user pressed, v
1554651251.889808861, face tracking ,on,
1554651255.392747830, reeti turn to, 1
1554651255.892879690, rand_num=4
1554651255.980007412, show, v ,on, 1
1554651256.737163230, user pressed, v
1554651298.898873891, exp1 f mode
1554651299.398995975, face tracking ,off
1554651302.904478824, reeti turn to, 0
1554651303.404609720, rand_num=1
1554651303.480425964, show, u ,on, 0
1554651304.119379298, user pressed, u
1554651305.621952802, face tracking ,off
1554651309.124716370, reeti turn to, 0
1554651309.624838949, rand_num=1
1554651309.679007232, show, u ,on, 0
1554651310.242050500, user pressed, u
1554651311.745177081, face tracking ,off
1554651315.248373030, reeti turn to, 1
1554651315.748510448, rand_num=3
1554651315.829349358, show, u ,on, 1
1554651316.472071905, user pressed, u
1554651317.975035408, face tracking ,off
1554651321.478316957, reeti turn to, 1
1554651321.978428876, rand_num=4
1554651322.080194457, show, v ,on, 1
1554651322.973189126, user pressed, v
1554651324.476491297, face tracking ,off
1554651327.979752500, reeti turn to, 0
1554651328.479924574, rand_num=4
1554651328.580115595, show, v ,on, 1
1554651329.206637626, user pressed, v
1554651330.709295913, face tracking ,off
1554651334.212402341, reeti turn to, 1
1554651334.712516635, rand_num=3
1554651334.780535415, show, u ,on, 1
1554651335.452086722, user pressed, u
1554651336.954734021, face tracking ,off
1554651340.457726882, reeti turn to, 1
1554651340.957813912, rand_num=1
1554651341.029994208, show, u ,on, 0
1554651341.631687200, user pressed, u
1554651343.138363740, face tracking ,off
1554651346.641753956, reeti turn to, 0
1554651347.141923900, rand_num=2
1554651347.229952335, show, v ,on, 0
1554651347.999630704, user pressed, v
1554651349.504940029, face tracking ,off
1554651353.007493057, reeti turn to, 0
1554651353.507619553, rand_num=4
1554651353.579650357, show, v ,on, 1
1554651354.124261893, user pressed, v
1554651355.626911573, face tracking ,off
1554651359.137113134, reeti turn to, 0
1554651359.637312478, rand_num=2
1554651359.729624032, show, v ,on, 0
1554651360.318573233, user pressed, v
1554651397.169757792, exp1 d mode
1554651397.672465492, face tracking ,on,
1554651401.175212095, reeti turn to, 0
1554651401.675339188, rand_num=1
1554651401.730530210, show, u ,on, 0
1554651402.451927315, user pressed, u
1554651403.956916575, face tracking ,on,
1554651407.459865185, reeti turn to, 1
1554651407.960177149, rand_num=2
1554651408.030467443, show, v ,on, 0
1554651408.772322916, user pressed, v
1554651410.277749199, face tracking ,on,
1554651413.780814630, reeti turn to, 1
1554651414.280967199, rand_num=1
1554651414.379939464, show, u ,on, 0
1554651415.098008544, user pressed, u
1554651416.608269277, face tracking ,on,
1554651420.111090229, reeti turn to, 1
1554651420.611222519, rand_num=1
1554651420.679969297, show, u ,on, 0
1554651421.246618348, user pressed, u
1554651422.752170413, face tracking ,on,
1554651426.254727836, reeti turn to, 1
1554651426.754848380, rand_num=1
1554651426.830107228, show, u ,on, 0
1554651427.449008261, user pressed, u
1554651428.954626760, face tracking ,on,
1554651432.457585909, reeti turn to, 0
1554651432.957708310, rand_num=3
1554651433.029744759, show, u ,on, 1
1554651433.672090050, user pressed, u
1554651435.178407859, face tracking ,on,
1554651438.681113167, reeti turn to, 0
1554651439.181263319, rand_num=3
1554651439.280297189, show, u ,on, 1
1554651439.857391581, user pressed, u
1554651441.369278924, face tracking ,on,
1554651444.872588947, reeti turn to, 0
1554651445.372706748, rand_num=2
1554651445.429376870, show, v ,on, 0
1554651446.187489191, user pressed, v
1554651447.694238234, face tracking ,on,
1554651451.203868203, reeti turn to, 0
1554651451.703947350, rand_num=4
1554651451.780211470, show, v ,on, 1
1554651452.527577276, user pressed, v
1554651454.040155922, face tracking ,on,
1554651457.543056918, reeti turn to, 0
1554651458.043187985, rand_num=3
1554651458.130374427, show, u ,on, 1
1554651458.659410686, user pressed, u
1554651508.155953425, exp1 d mode
1554651508.658758240, face tracking ,on,
1554651512.161642105, reeti turn to, 0
1554651512.661787788, rand_num=1
1554651512.729965729, show, u ,on, 0
1554651513.351395997, user pressed, u
1554651514.857251454, face tracking ,on,
1554651518.360182963, reeti turn to, 0
1554651518.860278678, rand_num=3
1554651518.929949805, show, u ,on, 1
1554651519.660636877, user pressed, u
1554651521.172665615, face tracking ,on,
1554651524.675586373, reeti turn to, 1
1554651525.175739647, rand_num=2
1554651525.230176140, show, v ,on, 0
1554651525.881498993, user pressed, v
1554651527.390422597, face tracking ,on,
1554651530.893384142, reeti turn to, 1
1554651531.393523821, rand_num=2
1554651531.479238375, show, v ,on, 0
1554651531.929184001, user pressed, v
1554651533.440358973, face tracking ,on,
1554651536.943571824, reeti turn to, 0
1554651537.443727244, rand_num=1
1554651537.531213945, show, u ,on, 0
1554651538.180011361, user pressed, u
1554651539.688047799, face tracking ,on,
1554651543.191070060, reeti turn to, 1
1554651543.691180957, rand_num=3
1554651543.780014240, show, u ,on, 1
1554651544.278152869, user pressed, u
1554651545.785125877, face tracking ,on,
1554651549.288311479, reeti turn to, 1
1554651549.788520108, rand_num=4
1554651549.879105212, show, v ,on, 1
1554651550.584541448, user pressed, v
1554651552.091038003, face tracking ,on,
1554651555.594085511, reeti turn to, 1
1554651556.094223513, rand_num=4
1554651556.178966244, show, v ,on, 1
1554651556.840826592, user pressed, v
1554651558.346108498, face tracking ,on,
1554651561.849582375, reeti turn to, 0
1554651562.349718370, rand_num=4
1554651562.429993300, show, v ,on, 1
1554651562.904978955, user pressed, v
1554651564.410457502, face tracking ,on,
1554651567.913059457, reeti turn to, 1
1554651568.413183299, rand_num=1
1554651568.480298879, show, u ,on, 0
1554651569.029677390, user pressed, u
1554651589.398932547, exp1 f mode
1554651589.899018332, face tracking ,off
1554651593.404604756, reeti turn to, 1
1554651593.904726736, rand_num=2
1554651593.978958489, show, v ,on, 0
1554651594.711909960, user pressed, v
1554651596.214688654, face tracking ,off
1554651599.717463375, reeti turn to, 0
1554651600.217600047, rand_num=2
1554651600.280513379, show, v ,on, 0
1554651600.743314739, user pressed, v
1554651602.246292371, face tracking ,off
1554651605.749474295, reeti turn to, 1
1554651606.249586334, rand_num=4
1554651606.330607810, show, v ,on, 1
1554651606.806471183, user pressed, v
1554651608.308955821, face tracking ,off
1554651611.812352532, reeti turn to, 1
1554651612.312477064, rand_num=1
1554651612.379791184, show, u ,on, 0
1554651613.106205732, user pressed, u
1554651614.608707596, face tracking ,off
1554651618.111439694, reeti turn to, 0
1554651618.611566131, rand_num=2
1554651618.680209989, show, v ,on, 0
1554651619.235276898, user pressed, v
