1554939593.327962565, user pressed, v
1554939971.623127729, exp1 ok mode
1554939972.132554716, face tracking ,on,
1554939975.635658448, reeti turn to, 1
1554939976.135792844, rand_num=3
1554939976.199976320, show, u ,on, 1
1554939994.560246827, user pressed, u
1554939996.071055264, face tracking ,on,
1554939999.574403677, reeti turn to, 0
1554940000.074522569, rand_num=2
1554940000.148719087, show, v ,on, 0
1554940000.591655674, user pressed, u
1554940002.103775977, face tracking ,on,
1554940005.608282135, reeti turn to, 1
1554940006.108449702, rand_num=4
1554940006.200241790, show, v ,on, 1
1554940006.788480957, user pressed, v
1554940008.300005479, face tracking ,on,
1554940011.803589320, reeti turn to, 1
1554940012.303828652, rand_num=3
1554940012.399729542, show, u ,on, 1
1554940018.730214020, user pressed, v
1554940020.237490346, face tracking ,on,
1554940023.741595725, reeti turn to, 0
1554940024.241726719, rand_num=2
1554940024.299779020, show, v ,on, 0
1554940026.234998392, user pressed, v
1554940027.741950536, face tracking ,on,
1554940031.245401134, reeti turn to, 1
1554940031.745491575, rand_num=3
1554940031.745605914, user pressed, u
1554940031.799426239, show, u ,on, 1
1554940033.256018141, face tracking ,on,
1554940036.761910024, reeti turn to, 0
1554940037.262015951, rand_num=2
1554940037.262206778, user pressed, u
1554940037.348645055, show, v ,on, 0
1554940038.771775293, face tracking ,on,
1554940042.274935619, reeti turn to, 1
1554940042.775058923, rand_num=3
1554940042.775254058, user pressed, v
1554940042.849500428, show, u ,on, 1
1554940044.280946696, face tracking ,on,
1554940047.783760046, reeti turn to, 1
1554940048.283876245, rand_num=3
1554940048.283964454, user pressed, u
1554940048.349206556, show, u ,on, 1
1554940049.790619971, face tracking ,on,
1554940053.299746370, reeti turn to, 1
1554940053.799911716, rand_num=4
1554940053.898924380, show, v ,on, 1
1554940054.753082541, user pressed, v
1554940112.063035522, exp1 d mode
1554940112.570447425, face tracking ,on,
1554940116.073283341, reeti turn to, 1
1554940116.573409090, rand_num=1
1554940116.649719345, show, u ,on, 0
1554940118.506802757, user pressed, u
1554940120.012746798, face tracking ,on,
1554940123.515675608, reeti turn to, 0
1554940124.015816530, rand_num=3
1554940124.099447014, show, u ,on, 1
1554940127.095563489, user pressed, v
1554940128.605116012, face tracking ,on,
1554940132.108740750, reeti turn to, 1
1554940132.608938529, rand_num=3
1554940132.699909665, show, u ,on, 1
1554940133.564098941, user pressed, u
1554940135.070883911, face tracking ,on,
1554940138.573967875, reeti turn to, 1
1554940139.074079226, rand_num=1
1554940139.149476679, show, u ,on, 0
1554940140.898661060, user pressed, u
1554940142.406708279, face tracking ,on,
1554940145.910066585, reeti turn to, 0
1554940146.410192368, rand_num=2
1554940146.499805987, show, v ,on, 0
1554940147.477589739, user pressed, v
1554940148.983319374, face tracking ,on,
1554940152.486262642, reeti turn to, 0
1554940152.986382264, rand_num=1
1554940153.050830702, show, u ,on, 0
1554940154.108551032, user pressed, u
1554940155.614632743, face tracking ,on,
1554940159.118346560, reeti turn to, 1
1554940159.618483341, rand_num=3
1554940159.699412032, show, u ,on, 1
1554940170.078545090, user pressed, v
1554940171.584671344, face tracking ,on,
1554940175.087924214, reeti turn to, 1
1554940175.588062963, rand_num=4
1554940175.649193908, show, v ,on, 1
1554940176.627954738, user pressed, v
1554940178.137364212, face tracking ,on,
1554940181.640411926, reeti turn to, 1
1554940182.140477159, rand_num=4
1554940182.200222930, show, v ,on, 1
1554940183.034542672, user pressed, v
1554940184.540081707, face tracking ,on,
1554940188.043595496, reeti turn to, 0
1554940188.543684395, rand_num=1
1554940188.599919200, show, u ,on, 0
1554940189.370800482, user pressed, u
1554940233.954844411, exp1 f mode
1554940234.455038640, face tracking ,off
1554940237.959594575, reeti turn to, 1
1554940238.459743852, rand_num=1
1554940238.549267266, show, u ,on, 0
1554940245.743543186, user pressed, u
1554940247.246565507, face tracking ,off
1554940250.749971322, reeti turn to, 1
1554940251.250103812, rand_num=2
1554940251.349131826, show, v ,on, 0
1554940252.608686124, user pressed, v
1554940254.111744128, face tracking ,off
1554940257.614757859, reeti turn to, 0
1554940258.114895850, rand_num=3
1554940258.200800559, show, u ,on, 1
1554940259.100884361, user pressed, u
1554940260.605198294, face tracking ,off
1554940264.110617782, reeti turn to, 1
1554940264.610750305, rand_num=2
1554940264.700481448, show, v ,on, 0
1554940266.213645828, user pressed, v
1554940267.717306364, face tracking ,off
1554940271.221099236, reeti turn to, 0
1554940271.721227564, rand_num=3
1554940271.799348418, show, u ,on, 1
1554940272.528993061, user pressed, u
1554940274.034140348, face tracking ,off
1554940277.537388477, reeti turn to, 1
