1554939593.327962565, user pressed, v
1554940278.037548275, rand_num=1
1554940278.100041559, show, u ,on, 0
1554940279.447337966, user pressed, u
1554940280.950526220, face tracking ,off
1554940284.455709654, reeti turn to, 1
1554940284.955971187, rand_num=4
1554940285.051018260, show, v ,on, 1
1554940285.829186867, user pressed, v
1554940287.334578481, face tracking ,off
1554940290.837767027, reeti turn to, 0
1554940291.337887987, rand_num=1
1554940291.400414051, show, u ,on, 0
1554940292.743824789, user pressed, u
1554940294.247106950, face tracking ,off
1554940297.750930090, reeti turn to, 0
1554940298.251080331, rand_num=3
1554940298.350604759, show, u ,on, 1
1554940299.290516004, user pressed, v
1554940300.794172583, face tracking ,off
1554940304.301966096, reeti turn to, 0
1554940304.802194223, rand_num=1
1554940304.899179058, show, u ,on, 0
1554940305.600979287, user pressed, u
1554940369.474269926, exp1 d mode
1554940369.978036242, face tracking ,on,
1554940373.481026350, reeti turn to, 0
1554940373.981161662, rand_num=4
1554940374.048786795, show, v ,on, 1
1554940375.315869918, user pressed, v
1554940376.821919104, face tracking ,on,
1554940380.324606318, reeti turn to, 0
1554940380.824724820, rand_num=4
1554940380.898924529, show, v ,on, 1
1554940381.672383159, user pressed, v
1554940383.178932778, face tracking ,on,
1554940386.681813037, reeti turn to, 0
1554940387.181937810, rand_num=2
1554940387.249206353, show, v ,on, 0
1554940388.512805037, user pressed, v
1554940390.019422721, face tracking ,on,
1554940393.522705095, reeti turn to, 1
1554940394.022826074, rand_num=3
1554940394.098995795, show, u ,on, 1
1554940394.982213911, user pressed, u
1554940396.488654646, face tracking ,on,
1554940399.992360624, reeti turn to, 0
1554940400.492477088, rand_num=2
1554940400.550550518, show, v ,on, 0
1554940401.134930353, user pressed, v
1554940402.641085224, face tracking ,on,
1554940406.144318316, reeti turn to, 0
1554940406.644434682, rand_num=4
1554940406.698875187, show, v ,on, 1
1554940407.527108555, user pressed, v
1554940409.037512102, face tracking ,on,
1554940412.540784048, reeti turn to, 1
1554940413.040914225, rand_num=4
1554940413.099992719, show, v ,on, 1
1554940413.745730575, user pressed, v
1554940415.253048480, face tracking ,on,
1554940418.757292999, reeti turn to, 1
1554940419.257495146, rand_num=4
1554940419.349966114, show, v ,on, 1
1554940421.615453504, user pressed, v
1554940423.122009630, face tracking ,on,
1554940426.625003356, reeti turn to, 0
1554940427.125147656, rand_num=1
1554940427.199436533, show, u ,on, 0
1554940429.452787825, user pressed, v
1554940430.966475571, face tracking ,on,
1554940434.470137172, reeti turn to, 1
1554940434.970306705, rand_num=4
1554940435.049322962, show, v ,on, 1
1554940436.295911963, user pressed, v
1554940469.250153766, exp1 f mode
1554940469.750301631, face tracking ,off
1554940473.253970571, reeti turn to, 1
1554940473.754206177, rand_num=4
1554940473.849716072, show, v ,on, 1
1554940474.755029196, user pressed, v
1554940476.259049234, face tracking ,off
1554940479.767247607, reeti turn to, 1
1554940480.267387914, rand_num=3
1554940480.350548211, show, u ,on, 1
1554940481.465027736, user pressed, u
1554940482.968569514, face tracking ,off
1554940486.471963977, reeti turn to, 1
1554940486.972086829, rand_num=2
1554940487.050242752, show, v ,on, 0
1554940488.188192350, user pressed, v
1554940489.691350253, face tracking ,off
1554940493.201740911, reeti turn to, 1
1554940493.701953816, rand_num=2
1554940493.799593144, show, v ,on, 0
1554940496.980105119, user pressed, u
1554940498.483018761, face tracking ,off
1554940501.986201853, reeti turn to, 1
1554940502.486321426, rand_num=4
1554940502.550015926, show, v ,on, 1
1554940504.256056773, user pressed, v
1554940505.766151257, face tracking ,off
1554940509.270566498, reeti turn to, 0
1554940509.770718867, rand_num=3
1554940509.849598291, show, u ,on, 1
1554940510.998551866, user pressed, u
1554940512.501727208, face tracking ,off
1554940516.010370534, reeti turn to, 1
1554940516.510527014, rand_num=2
1554940516.600129584, show, v ,on, 0
1554940517.663039332, user pressed, v
1554940519.168733313, face tracking ,off
1554940522.671707326, reeti turn to, 1
1554940523.171830430, rand_num=3
1554940523.250095435, show, u ,on, 1
1554940524.281989835, user pressed, u
1554940525.784927780, face tracking ,off
1554940529.287981726, reeti turn to, 0
1554940529.788097450, rand_num=2
1554940529.850397276, show, v ,on, 0
1554940530.834849697, user pressed, v
1554940532.337703074, face tracking ,off
1554940535.840663396, reeti turn to, 1
1554940536.340788149, rand_num=3
1554940536.400184569, show, u ,on, 1
1554940537.208108525, user pressed, u

