1555510414.617321547, user pressed, v
1555510948.353893702, rand_num=1
1555510948.419873791, show, u ,on, 0
1555510948.947542522, user pressed, u
1555510950.450545100, face tracking ,off
1555510953.954439975, reeti turn to, 0
1555510954.454564843, rand_num=1
1555510954.519836151, show, u ,on, 0
1555510955.100142965, user pressed, u
1555510956.603669797, face tracking ,off
1555510960.107533210, reeti turn to, 1
1555510960.607673198, rand_num=4
1555510960.669529841, show, v ,on, 1
1555510961.107516048, user pressed, v
1555510962.610478105, face tracking ,off
1555510966.113268552, reeti turn to, 0
1555510966.613392063, rand_num=2
1555510966.668898839, show, v ,on, 0
1555510967.328286396, user pressed, v
1555510968.832132905, face tracking ,off
1555510972.335797299, reeti turn to, 0
1555510972.835929444, rand_num=2
1555510972.919832331, show, v ,on, 0
1555510973.600920032, user pressed, v
1555510975.104112768, face tracking ,off
1555510978.607050720, reeti turn to, 0
1555510979.107175955, rand_num=3
1555510979.168956219, show, u ,on, 1
1555510980.002334490, user pressed, u
1555510981.505616251, face tracking ,off
1555510985.008565108, reeti turn to, 0
1555510985.508686899, rand_num=3
1555510985.568789233, show, u ,on, 1
1555510986.622282053, user pressed, v
1555510988.126679584, face tracking ,off
1555510991.630241938, reeti turn to, 1
1555510992.130390293, rand_num=4
1555510992.218393829, show, v ,on, 1
1555510992.987063850, user pressed, v
