 1547057694.113424532, 0 v
 1547057696.157964180, user pressed v
 1547057697.805768550, face tracking on
 1547057699.808684180, reeti turn to 0
 1547057699.808717783, 0 v
 1547057701.632348250, user pressed v
 1547057732.697235870, face tracking off
 1547057734.700622585, reeti turn to 1
 1547057734.700768146, 0 u
 1547057736.657102047, user pressed u
 1547057738.372435775, face tracking off
 1547057740.375640231, reeti turn to 0
 1547057740.375684399, 0 v
 1547057742.181991005, user pressed v
 1547057743.870015372, face tracking off
 1547057745.873235782, reeti turn to 0
 1547057745.873271062, 0 u
 1547057747.504291096, user pressed u
 1547057749.343519856, face tracking off
 1547057751.346015041, reeti turn to 1
 1547057751.346042101, 0 v
 1547057753.588189669, user pressed v
 1547057755.492909937, face tracking off
 1547057757.495563875, reeti turn to 0
 1547057757.495596935, 0 u
 1547057759.174544390, user pressed u
 1547057760.922249892, face tracking off
 1547057762.926185107, reeti turn to 1
 1547057762.926224808, 0 u
 1547057764.938813562, user pressed u
 1547057766.605108995, face tracking off
 1547057768.607984894, reeti turn to 1
 1547057768.608043306, 0 u
 1547057770.548021478, user pressed u
 1547057772.179959298, face tracking off
 1547057774.182438181, reeti turn to 1
 1547057774.182471204, 0 v
 1547057776.074141630, user pressed v
 1547057777.771496926, face tracking off
 1547057779.774612044, reeti turn to 0
 1547057779.774704662, 0 u
 1547057781.605094055, user pressed u
 1547057783.156856812, face tracking off
 1547057785.159807117, reeti turn to 1
 1547057785.159840819, 0 u
 1547057786.932759088, user pressed u
 1547057818.963672614, face tracking off
 1547057820.966831606, reeti turn to 1
 1547057820.966860293, 1 u
 1547057822.842882595, user pressed u
 1547057824.512870343, face tracking off
 1547057826.515407454, reeti turn to 1
 1547057826.515438261, 1 u
 1547057828.182737679, user pressed u
 1547057829.900107686, face tracking off
 1547057831.902638541, reeti turn to 0
 1547057831.902672269, 1 u
 1547057833.728985555, user pressed u
 1547057835.611592739, face tracking off
 1547057837.614745878, reeti turn to 0
 1547057837.614781849, 1 u
 1547057839.573968131, user pressed u
 1547057841.292107866, face tracking off
 1547057843.294917653, reeti turn to 1
 1547057843.294949399, 0 u
 1547057845.605763346, user pressed u
 1547057847.381250270, face tracking off
 1547057849.384097412, reeti turn to 1
 1547057849.384132591, 1 u
 1547057851.339525708, user pressed u
 1547057853.410618065, face tracking off
 1547057855.413890390, reeti turn to 1
 1547057855.413943971, 0 v
 1547057857.689301866, user pressed v
 1547057859.235148492, face tracking off
 1547057861.237749611, reeti turn to 1
 1547057861.237774258, 0 u
 1547057863.110136814, user pressed u
 1547057864.765302323, face tracking off
 1547057866.767991599, reeti turn to 0
 1547057866.768101830, 1 v
 1547057868.460833943, user pressed v
 1547057870.595685990, face tracking off
 1547057872.598420601, reeti turn to 0
 1547057872.598467745, 1 u
 1547057874.838372918, user pressed u
 1547057905.040369311, face tracking off
 1547057907.043648273, reeti turn to 1
 1547057907.043679825, 1 v
 1547057908.932698127, user pressed v
 1547057910.804452985, face tracking off
 1547057912.807116922, reeti turn to 0
 1547057912.807163612, 0 v
 1547057914.642012778, user pressed v
 1547057916.699585601, face tracking off
 1547057918.702232475, reeti turn to 0
 1547057918.702261634, 0 v
 1547057920.263934174, user pressed v
 1547057922.302800863, face tracking off
 1547057924.305127994, reeti turn to 1
 1547057924.305155234, 0 v
 1547057925.909243394, user pressed v
 1547057927.892632464, face tracking off
 1547057929.895560808, reeti turn to 0
 1547057929.895619021, 0 u
 1547057931.647421950, user pressed u
 1547057933.558627556, face tracking off
 1547057935.561639025, reeti turn to 1
 1547057935.561673371, 0 u
 1547057937.881612776, user pressed u
 1547057939.947404574, face tracking off
 1547057941.950234663, reeti turn to 1
 1547057941.950267615, 0 u
 1547057943.709282417, user pressed u
 1547057945.345151890, face tracking off
 1547057947.347538817, reeti turn to 1
 1547057947.347570868, 0 v
 1547057949.235696819, user pressed v
 1547057951.078685148, face tracking off
 1547057953.081797786, reeti turn to 0
 1547057953.081884518, 0 u
 1547057954.776887720, user pressed u
 1547057956.401956523, face tracking off
 1547057958.404449626, reeti turn to 1
 1547057958.404481314, 0 v
 1547057960.296145644, user pressed v
 1547057980.267221630, face tracking on
 1547057982.269770375, reeti turn to 1
 1547057982.269811851, 1 v
 1547057984.255870351, user pressed v
 1547057986.326267979, face tracking on
 1547057988.329331545, reeti turn to 0
 1547057988.329359495, 0 u
 1547057989.959377684, user pressed u
 1547057991.805960793, face tracking on
 1547057993.808841503, reeti turn to 0
 1547057993.808870951, 1 v
 1547057995.476096479, user pressed v
 1547057997.263918122, face tracking on
 1547057999.266717548, reeti turn to 0
 1547057999.266762524, 1 u
 1547058001.306549607, user pressed u
 1547058002.998372449, face tracking on
 1547058005.001187954, reeti turn to 1
 1547058005.001215865, 0 u
 1547058006.648021666, user pressed u
 1547058008.565985479, face tracking on
 1547058010.568660451, reeti turn to 1
 1547058010.568688435, 0 v
 1547058012.435170424, user pressed v
 1547058014.622293078, face tracking on
 1547058016.624934393, reeti turn to 0
 1547058016.624992371, 0 v
 1547058018.403172180, user pressed v
 1547058020.307435256, face tracking on
 1547058022.310026941, reeti turn to 0
 1547058022.310059292, 0 u
 1547058024.294591949, user pressed u
 1547058026.230938749, face tracking on
 1547058028.233370378, reeti turn to 0
 1547058028.233402123, 0 u
 1547058029.824182940, user pressed u
 1547058032.541650861, face tracking on
 1547058034.544037410, reeti turn to 1
 1547058034.544084112, 0 u
 1547058036.788753992, user pressed u
 1547058078.732039529, face tracking on
 1547058080.734336625, reeti turn to 1
 1547058080.734374909, 0 v
 1547058082.565090905, user pressed v
 1547058086.652341135, face tracking on
 1547058088.655334674, reeti turn to 0
 1547058088.655357367, 1 u
 1547058090.341681134, user pressed u
 1547058092.493698101, face tracking on
 1547058094.496288097, reeti turn to 0
 1547058094.496340769, 0 u
 1547058096.302239560, user pressed u
 1547058098.800887201, face tracking on
 1547058100.803349971, reeti turn to 1
 1547058100.803381277, 1 v
 1547058102.530385344, user pressed v
 1547058105.299305850, face tracking on
 1547058107.302233301, reeti turn to 1
 1547058107.302282646, 0 v
 1547058109.480747411, user pressed v
 1547058112.266958665, face tracking on
 1547058114.269609288, reeti turn to 1
 1547058114.269632613, 1 u
 1547058115.871694458, user pressed u
 1547058118.202478238, face tracking on
 1547058120.205471655, reeti turn to 1
 1547058120.205497939, 1 u
 1547058121.940206690, user pressed u
 1547058123.865837678, face tracking on
 1547058125.868546610, reeti turn to 1
 1547058125.868607189, 0 u
 1547058127.592883799, user pressed u
 1547058129.689046289, face tracking on
 1547058131.691284075, reeti turn to 1
 1547058131.691326658, 0 v
 1547058133.418484914, user pressed u
 1547058135.500105755, face tracking on
 1547058137.502804792, reeti turn to 1
 1547058137.502830424, 0 v
 1547058139.394583384, user pressed v
zx^Cface_tracking-5] killing on exit
right_monitor-4] killing on exit


SUMMARY
========

PARAMETERS
 * /rosdistro: kinetic
 * /rosversion: 1.12.14

NODES
  /
    blank_image (face_tracking/static_image_pub_node)
    face_tracking (face_tracking/face_tracking_2_eyes_neck_node)
    left_monitor (image_view/image_view)
    parser_server (reeti_parser_server/reeti_parser_server_node)
    right_monitor (image_view/image_view)

ROS_MASTER_URI=http://192.168.0.101:11311

processparser_server-1, started with pid 29079]
processblank_image-2, started with pid 29080]
processleft_monitor-3, started with pid 29091]
processright_monitor-4, started with pid 29103]
processface_tracking-5, started with pid 29118]
 1547058346.902501450, Using transport "raw"
 1547058346.912844650, Using transport "raw"
 WARN] 1547058394.231633379, Left-clicking no longer saves images. Right-click instead.
 1547058478.557274261, face tracking on
 1547058480.560143727, reeti turn to 1
 1547058480.560175705, 1 u
 1547058482.335794311, user pressed u
 1547058484.088689974, face tracking on
 1547058486.091732488, reeti turn to 0
 1547058486.091772552, 1 u
 1547058487.865453870, user pressed u
 1547058489.503808449, face tracking on
 1547058491.506386652, reeti turn to 1
 1547058491.506418673, 0 u
 1547058493.390903792, user pressed u
 1547058495.444876679, face tracking on
 1547058497.447552047, reeti turn to 0
 1547058497.447574946, 1 u
 1547058499.244652197, user pressed u
 1547058501.259977867, face tracking on
 1547058503.262917120, reeti turn to 1
 1547058503.262948644, 1 u
 1547058504.964255777, user pressed u
 1547058506.818417742, face tracking on
 1547058508.821217155, reeti turn to 1
 1547058508.821247117, 1 v
 1547058510.889409102, user pressed v
 1547058512.695193286, face tracking on
 1547058514.697663096, reeti turn to 0
 1547058514.697700267, 0 v
 1547058516.645553270, user pressed v
 1547058518.269912029, face tracking on
 1547058520.272713212, reeti turn to 0
 1547058520.272735413, 0 v
 1547058522.267666248, user pressed v
 1547058523.904166034, face tracking on
 1547058525.906580878, reeti turn to 1
 1547058525.906616764, 1 v
 1547058527.842645480, user pressed v
 1547058529.452056769, face tracking on
 1547058531.454980190, reeti turn to 1
 1547058531.455012536, 1 v
 1547058533.331523689, user pressed v
 1547058535.034731769, face tracking on
 1547058537.036952252, reeti turn to 1
 1547058537.036980976, 0 v
 1547058538.866621367, user pressed v
 1547058554.715046774, face tracking on
 1547058556.717837536, reeti turn to 1
 1547058556.717870052, 0 v
 1547058558.826870632, user pressed v
 1547058560.754289994, face tracking on
 1547058562.757624414, reeti turn to 0
 1547058562.757653436, 1 u
 1547058564.561705949, user pressed u
 1547058566.465394666, face tracking on
 1547058568.468201273, reeti turn to 1
 1547058568.468230893, 0 u
 1547058570.443952304, user pressed u
 1547058572.053887698, face tracking on
 1547058574.056925090, reeti turn to 0
 1547058574.056959355, 0 v
 1547058575.929960378, user pressed v
 1547058577.704570851, face tracking on
 1547058579.707269215, reeti turn to 0
 1547058579.707305086, 0 u
 1547058581.562798809, user pressed u
 1547058583.229710084, face tracking on
 1547058585.232701814, reeti turn to 0
 1547058585.232746777, 1 v
 1547058586.940886901, user pressed v
 1547058588.662115431, face tracking on
 1547058590.664471397, reeti turn to 0
 1547058590.664503089, 1 v
 1547058592.614050448, user pressed v
 1547058593.870412056, face tracking on
 1547058595.872996916, reeti turn to 0
 1547058595.873026024, 1 v
 1547058597.841440951, user pressed v
 1547058599.356345236, face tracking on
 1547058601.359147397, reeti turn to 1
 1547058601.359176014, 0 u
 1547058603.291886908, user pressed u
 1547058604.928291266, face tracking on
 1547058606.930839899, reeti turn to 0
 1547058606.930865598, 0 u
 1547058608.876028778, user pressed u
 1547058610.173846764, face tracking on
 1547058612.176219758, reeti turn to 0
 1547058612.176276597, 0 u
 1547058613.794595421, user pressed u
 1547058630.531856066, face tracking off
 1547058632.534316208, reeti turn to 1
 1547058632.534339116, 0 v
 1547058634.403982837, user pressed v
 1547058636.239612453, face tracking off
 1547058638.242586703, reeti turn to 1
 1547058638.242622280, 1 v
 1547058639.979359342, user pressed v
 1547058641.806930515, face tracking off
 1547058643.809574076, reeti turn to 1
 1547058643.809611002, 1 u
 1547058645.662671753, user pressed u
 1547058647.441178329, face tracking off
 1547058649.443673258, reeti turn to 1
 1547058649.443707697, 0 v
 1547058651.138308114, user pressed v
 1547058653.213120202, face tracking off
 1547058655.215643334, reeti turn to 0
 1547058655.215677832, 1 u
 1547058656.835358558, user pressed u
 1547058658.554944995, face tracking off
 1547058660.557395498, reeti turn to 0
 1547058660.557426521, 0 v
 1547058662.212638597, user pressed v
 1547058664.145455299, face tracking off
 1547058666.147843279, reeti turn to 1
 1547058666.147880644, 1 v
 1547058667.840809407, user pressed v
 1547058669.868727151, face tracking off
 1547058671.871366452, reeti turn to 0
 1547058671.871398073, 0 u
 1547058673.617040667, user pressed u
 1547058675.640719533, face tracking off
 1547058677.643495029, reeti turn to 0
 1547058677.643526991, 0 v
 1547058679.301217192, user pressed v
 1547058680.930741804, face tracking off
 1547058682.933755436, reeti turn to 0
 1547058682.933784848, 0 v
 1547058684.683307453, user pressed v
 1547058701.863352515, face tracking on
 1547058703.866038724, reeti turn to 1
 1547058703.866068065, 0 u
 1547058705.665407554, user pressed u
 1547058707.047159031, face tracking on
 1547058709.050036551, reeti turn to 0
 1547058709.050085109, 0 v
 1547058710.790453320, user pressed v
 1547058712.300109570, face tracking on
 1547058714.302494429, reeti turn to 1
 1547058714.302526369, 1 u
 1547058715.820098074, user pressed u
 1547058717.410556721, face tracking on
 1547058719.412914943, reeti turn to 1
 1547058719.412946056, 0 v
 1547058721.926580123, user pressed u
 1547058723.461183714, face tracking on
 1547058725.463978841, reeti turn to 1
 1547058725.464007389, 0 v
 1547058727.379509526, user pressed v
 1547058728.907680085, face tracking on
 1547058730.910460017, reeti turn to 1
 1547058730.910499515, 1 v
 1547058732.911182924, user pressed v
 1547058734.347209364, face tracking on
 1547058736.350528967, reeti turn to 1
 1547058736.350558532, 1 v
 1547058738.304229175, user pressed v
 1547058740.176698230, face tracking on
 1547058742.179269045, reeti turn to 1
 1547058742.179312910, 1 v
 1547058744.040089347, user pressed v
 1547058745.811611605, face tracking on
 1547058747.814464283, reeti turn to 0
 1547058747.814496228, 1 u
 1547058749.803796412, user pressed u
 1547058751.426556323, face tracking on
 1547058753.429148354, reeti turn to 1
 1547058753.429178297, 0 u
 1547058755.433991482, user pressed u
 1547058774.380966978, face tracking off
 1547058776.383545863, reeti turn to 0
 1547058776.383584988, 0 v
 1547058778.374305381, user pressed v
 1547058779.731217280, face tracking off
 1547058781.733742858, reeti turn to 0
 1547058781.733803614, 0 v
 1547058783.386383285, user pressed v
 1547058784.954339966, face tracking off
 1547058786.957269964, reeti turn to 0
 1547058786.957311368, 0 u
 1547058788.820145843, user pressed u
 1547058790.191077127, face tracking off
 1547058792.193776245, reeti turn to 1
 1547058792.193806569, 1 v
 1547058793.971053492, user pressed v
 1547058795.429305361, face tracking off
 1547058797.432241832, reeti turn to 1
 1547058797.432272670, 1 v
 1547058799.363825360, user pressed v
 1547058800.977234333, face tracking off
 1547058802.979838741, reeti turn to 1
 1547058802.979880050, 0 v
 1547058804.848157250, user pressed v
 1547058806.625849343, face tracking off
 1547058808.628540958, reeti turn to 0
 1547058808.628575598, 0 v
 1547058810.436386398, user pressed v
 1547058811.916077328, face tracking off
 1547058813.918642420, reeti turn to 0
 1547058813.918671719, 0 u
 1547058815.854121447, user pressed u
 1547058817.477056835, face tracking off
 1547058819.479855872, reeti turn to 0
 1547058819.479906177, 1 v
 1547058821.789579568, user pressed u
 1547058823.147039759, face tracking off
 1547058825.149617427, reeti turn to 0
 1547058825.149640653, 1 v
 1547058827.408428811, user pressed v
 1547058844.422253414, face tracking off
 1547058846.425294098, reeti turn to 0
 1547058846.425320711, 1 u
 1547058848.419272042, user pressed u
 1547058849.699708627, face tracking off
 1547058851.702953001, reeti turn to 0
 1547058851.702986818, 1 v
 1547058853.642165327, user pressed v
 1547058855.407540456, face tracking off
 1547058857.414608952, reeti turn to 1
 1547058857.414640319, 1 v
 1547058859.230033639, user pressed v
 1547058860.595685834, face tracking off
 1547058862.598571247, reeti turn to 1
 1547058862.598601635, 1 v
 1547058864.230207665, user pressed v
 1547058865.788558043, face tracking off
 1547058867.790916550, reeti turn to 0
 1547058867.790945680, 0 v
 1547058869.613900619, user pressed u
 1547058871.232692643, face tracking off
 1547058873.235823166, reeti turn to 1
 1547058873.235854551, 0 u
 1547058875.144362035, user pressed u
 1547058876.856384433, face tracking off
 1547058878.859412892, reeti turn to 0
 1547058878.859445193, 0 v
 1547058881.332183513, user pressed u
 1547058882.843653024, face tracking off
 1547058884.846336691, reeti turn to 0
 1547058884.846404049, 1 u
 1547058886.837801076, user pressed u
 1547058888.492136867, face tracking off
 1547058890.495258104, reeti turn to 1
 1547058890.495312002, 1 u
 1547058892.132914046, user pressed u
 1547058893.899716956, face tracking off
 1547058895.902059258, reeti turn to 1
 1547058895.902084907, 0 u
 1547058897.668475632, user pressed u
 1547058914.718065963, face tracking off
 1547058916.720904924, reeti turn to 1
 1547058916.720941607, 0 v
 1547058918.412306449, user pressed v
 1547058920.158317581, face tracking off
 1547058922.160868536, reeti turn to 0
 1547058922.160891849, 1 u
 1547058923.890469884, user pressed u
 1547058925.867768975, face tracking off
 1547058927.870654970, reeti turn to 0
 1547058927.870681699, 1 v
 1547058929.825175880, user pressed v
 1547058931.322614339, face tracking off
 1547058933.325448117, reeti turn to 1
 1547058933.325481241, 1 v
 1547058935.328314830, user pressed v
 1547058936.734179262, face tracking off
 1547058938.737113395, reeti turn to 1
 1547058938.737150494, 0 v
 1547058940.456318740, user pressed v
 1547058942.136762698, face tracking off
 1547058944.139730585, reeti turn to 0
 1547058944.139770308, 1 v
 1547058946.157627791, user pressed v
 1547058947.683829464, face tracking off
 1547058949.686603017, reeti turn to 0
 1547058949.686639315, 0 v
 1547058951.634460332, user pressed v
 1547058953.351795247, face tracking off
 1547058955.354362867, reeti turn to 0
 1547058955.354396388, 0 v
 1547058957.056107579, user pressed v
 1547058958.647666958, face tracking off
 1547058960.650794056, reeti turn to 0
 1547058960.650826270, 0 u
 1547058962.695789744, user pressed u
 1547058964.287021942, face tracking off
 1547058966.290429925, reeti turn to 1
 1547058966.290479273, 0 u
 1547058968.225713682, user pressed u
 1547058985.487861134, face tracking off
 1547058987.492488840, reeti turn to 1
 1547058987.492543518, 1 u
 1547058989.300096107, user pressed u
 1547058990.607994368, face tracking off
 1547058992.610460012, reeti turn to 0
 1547058992.610494417, 0 u
 1547058994.671328829, user pressed u
 1547058996.165850487, face tracking off
 1547058998.168685049, reeti turn to 1
 1547058998.168717159, 0 u
 1547059000.678698134, user pressed u
 1547059002.063419910, face tracking off
 1547059004.066226359, reeti turn to 1
 1547059004.066264988, 1 v
 1547059005.830023423, user pressed v
 1547059007.373424946, face tracking off
 1547059009.376064224, reeti turn to 0
 1547059009.376089848, 0 v
 1547059011.137326255, user pressed v
 1547059012.620518747, face tracking off
 1547059014.623073461, reeti turn to 0
 1547059014.623108777, 1 v
 1547059017.070751073, user pressed v
 1547059018.608557148, face tracking off
 1547059020.611162937, reeti turn to 0
 1547059020.611197973, 1 v
 1547059022.601919109, user pressed v
 1547059024.026214630, face tracking off
 1547059026.028713977, reeti turn to 0
 1547059026.028747393, 0 v
 1547059027.735745971, user pressed v
 1547059029.270874286, face tracking off
 1547059031.273475875, reeti turn to 0
 1547059031.273506578, 0 v
 1547059032.878363820, user pressed v
 1547059034.524231019, face tracking off
 1547059036.527097772, reeti turn to 1
 1547059036.527186271, 1 u
 1547059038.575885124, user pressed u
 1547059050.951763091, face tracking on
 1547059052.954588049, reeti turn to 1
 1547059052.954637691, 1 u
 1547059054.855833356, user pressed u
 1547059056.406211229, face tracking on
 1547059058.408973449, reeti turn to 0
 1547059058.409009993, 1 u
 1547059060.389225259, user pressed u
 1547059061.924765397, face tracking on
 1547059063.927649688, reeti turn to 1
 1547059063.927682792, 0 v
 1547059065.625596251, user pressed v
 1547059067.141477405, face tracking on
 1547059069.144431161, reeti turn to 0
 1547059069.144502117, 1 u
 1547059070.973386601, user pressed u
 1547059072.480718149, face tracking on
 1547059074.484070247, reeti turn to 1
 1547059074.484101720, 0 u
 1547059076.118270126, user pressed u
 1547059077.834510604, face tracking on
 1547059079.837277533, reeti turn to 0
 1547059079.837311139, 1 v
 1547059081.991179528, user pressed u
 1547059083.463951283, face tracking on
 1547059085.467148093, reeti turn to 0
 1547059085.467181545, 0 u
 1547059087.223542154, user pressed u
 1547059088.900802690, face tracking on
 1547059090.903509139, reeti turn to 1
 1547059090.903539300, 0 v
 1547059092.951837205, user pressed v
 1547059094.531546568, face tracking on
 1547059096.534254120, reeti turn to 0
 1547059096.534300721, 1 v
 1547059098.788210270, user pressed u
 1547059100.352457129, face tracking on
 1547059102.355134892, reeti turn to 1
 1547059102.355164770, 0 u
 1547059104.037360760, user pressed u
 1547059120.246259086, face tracking on
 1547059122.248573579, reeti turn to 0
 1547059122.248602365, 0 u
 1547059123.975416589, user pressed u
 1547059125.484797559, face tracking on
 1547059127.487208206, reeti turn to 0
 1547059127.487233715, 0 v
 1547059129.504605819, user pressed v
 1547059130.916195247, face tracking on
 1547059132.918765326, reeti turn to 1
 1547059132.918799643, 0 u
 1547059134.729599984, user pressed u
 1547059136.393614610, face tracking on
 1547059138.396730390, reeti turn to 0
 1547059138.396834153, 1 v
 1547059141.060042733, user pressed u
 1547059142.364751233, face tracking on
 1547059144.367548041, reeti turn to 1
 1547059144.367575489, 1 u
 1547059146.019328862, user pressed u
 1547059147.502535558, face tracking on
 1547059149.505460266, reeti turn to 1
 1547059149.505495683, 0 v
 1547059151.319686472, user pressed v
 1547059152.911477857, face tracking on
 1547059154.914358228, reeti turn to 0
 1547059154.914392323, 0 v
 1547059156.848431893, user pressed v
 1547059158.209994966, face tracking on
 1547059160.215924876, reeti turn to 1
 1547059160.215976232, 1 v
 1547059162.107002949, user pressed v
 1547059163.585115360, face tracking on
 1547059165.587568030, reeti turn to 0
 1547059165.587606463, 1 u
 1547059167.459692280, user pressed u
 1547059169.096246006, face tracking on
 1547059171.098857249, reeti turn to 0
 1547059171.098886847, 0 v
 1547059172.639192247, user pressed v
 1547059174.156495577, face tracking on
 1547059176.158931436, reeti turn to 0
 1547059176.158964489, 0 u
 1547059177.836714261, user pressed u
